pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,INNER,H4,H4,3,2,1,0.4161317483460553,66.66666666666666,1.124197622519083,-1.0
AUDCHF,W,INNER,H4,H4,2,2,0,1.0637252394687793,100.0,1.0637252394687793,
AUDJPY,W,INNER,H4,H4,2,1,1,0.011919822000007407,50.0,1.0238396440000148,-1.0
AUDNZD,W,INNER,H4,H4,1,0,1,-1.0,0.0,,-1.0
CADCHF,W,INNER,H4,H4,4,2,2,0.07284434940762935,50.0,1.1456886988152588,-1.0
CADJPY,W,INNER,H4,H4,3,1,2,-0.29293435117616373,33.33333333333333,1.1211969464715088,-1.0
CHFJPY,W,INNER,H4,H4,1,0,1,-1.0,0.0,,-1.0
EURAUD,W,INNER,H4,H4,2,2,0,1.0864344023364634,100.0,1.0864344023364634,
EURCAD,W,INNER,H4,H4,1,1,0,1.1889370228524645,100.0,1.1889370228524645,
EURCHF,W,INNER,H4,H4,2,1,1,0.024057503895147936,50.0,1.0481150077902959,-1.0
EURGBP,W,INNER,H4,H4,1,1,0,1.0705212940320725,100.0,1.0705212940320725,
EURJPY,W,INNER,H4,H4,1,1,0,0.9781921061051897,100.0,0.9781921061051897,
EURNZD,W,INNER,H4,H4,2,1,1,0.06814177864873783,50.0,1.1362835572974757,-1.0
GBPAUD,W,INNER,H4,H4,1,0,1,-1.0,0.0,,-1.0
GBPCAD,W,INNER,H4,H4,2,1,1,-0.02165091593244478,50.0,0.9566981681351104,-1.0
GBPCHF,W,INNER,H4,H4,2,1,1,0.0364586820396986,50.0,1.0729173640793972,-1.0
GBPJPY,W,INNER,H4,H4,6,1,5,-0.6638074221716009,16.666666666666664,1.0171554669703946,-1.0
GBPNZD,W,INNER,H4,H4,4,2,2,0.11197952439585279,50.0,1.2239590487917056,-1.0
GBPUSD,W,INNER,H4,H4,4,1,3,-0.5066614587683176,25.0,0.9733541649267294,-1.0
NZDJPY,W,INNER,H4,H4,5,4,1,0.6291450313618507,80.0,1.0364312892023133,-1.0
USDCAD,W,INNER,H4,H4,1,1,0,0.95228492115266,100.0,0.95228492115266,
USDCHF,W,INNER,H4,H4,1,1,0,1.033545537952763,100.0,1.033545537952763,
USDJPY,W,INNER,H4,H4,4,2,2,0.09075259665601704,50.0,1.181505193312034,-1.0
ALL,ALL,ALL,ALL,ALL,55,29,26,0.09763248671021776,52.72727272727272,1.0817167851400682,-1.0
