pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,OUTSIDE,H4,H4,1,0,1,-1.0,0.0,,-1.0
AUDCHF,W,OUTSIDE,H4,H4,2,1,1,0.09158597119375445,50.0,1.183171942387509,-1.0
AUDJPY,W,OUTSIDE,H4,H4,2,2,0,1.0451004926893215,100.0,1.0451004926893215,
AUDNZD,W,OUTSIDE,H4,H4,1,1,0,1.49,100.0,1.49,
CADCHF,W,OUTSIDE,H4,H4,2,2,0,1.0778813195521066,100.0,1.0778813195521066,
CADJPY,W,OUTSIDE,H4,H4,4,2,2,0.11632569933899106,50.0,1.2326513986779821,-1.0
CHFJPY,W,OUTSIDE,H4,H4,3,2,1,0.3735913933672402,66.66666666666666,1.0603870900508603,-1.0
EURAUD,W,OUTSIDE,H4,H4,3,2,1,0.6217722462364009,66.66666666666666,1.4326583693546013,-1.0
EURCAD,W,OUTSIDE,H4,H4,2,1,1,0.054254804463944484,50.0,1.108509608927889,-1.0
EURGBP,W,OUTSIDE,H4,H4,1,1,0,1.3241398719482138,100.0,1.3241398719482138,
EURJPY,W,OUTSIDE,H4,H4,3,2,1,0.5709798626065541,66.66666666666666,1.3564697939098311,-1.0
EURNZD,W,OUTSIDE,H4,H4,5,4,1,0.679269858631842,80.0,1.0990873232898024,-1.0
EURUSD,W,OUTSIDE,H4,H4,1,1,0,1.251539939714142,100.0,1.251539939714142,
GBPCAD,W,OUTSIDE,H4,H4,1,0,1,-1.0,0.0,,-1.0
GBPCHF,W,OUTSIDE,H4,H4,2,1,1,0.05807131579158198,50.0,1.116142631583164,-1.0
GBPJPY,W,OUTSIDE,H4,H4,2,0,2,-1.0,0.0,,-1.0
GBPNZD,W,OUTSIDE,H4,H4,2,1,1,0.03390814127009978,50.0,1.0678162825401996,-1.0
GBPUSD,W,OUTSIDE,H4,H4,3,1,2,-0.27985821966902646,33.33333333333333,1.1604253409929206,-1.0
NZDCAD,W,OUTSIDE,H4,H4,2,2,0,1.3885542033450586,100.0,1.3885542033450586,
NZDCHF,W,OUTSIDE,H4,H4,3,1,2,-0.17,33.33333333333333,1.49,-1.0
NZDJPY,W,OUTSIDE,H4,H4,3,1,2,-0.3364922140916147,33.33333333333333,0.9905233577251557,-1.0
USDCAD,W,OUTSIDE,H4,H4,4,1,3,-0.4207195703933549,25.0,1.3171217184265804,-1.0
USDJPY,W,OUTSIDE,H4,H4,3,1,2,-0.23244270465834602,33.33333333333333,1.302671886024962,-1.0
ALL,ALL,ALL,ALL,ALL,55,30,25,0.20701485833799038,54.54545454545454,1.2128605736196485,-1.0
