pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,H4,H4,8,4,4,0.23624074157709324,50.0,1.4724814831541866,-1.0
AUDCHF,M,ALL,H4,H4,9,7,2,0.7337628250409667,77.77777777777779,1.2291236321955286,-1.0
AUDJPY,M,ALL,H4,H4,10,3,7,-0.2927279029462733,30.0,1.3575736568457557,-1.0
AUDNZD,M,ALL,H4,H4,9,6,3,0.4555838494972266,66.66666666666666,1.18337577424584,-1.0
AUDUSD,M,ALL,H4,H4,8,5,3,0.37843939985247754,62.5,1.2055030397639641,-1.0
CADCHF,M,ALL,H4,H4,7,6,1,0.9977475935896063,85.71428571428571,1.3307055258545406,-1.0
CADJPY,M,ALL,H4,H4,6,4,2,0.5878997792494491,66.66666666666666,1.3818496688741737,-1.0
CHFJPY,M,ALL,H4,H4,8,6,2,0.7497395357313239,75.0,1.3329860476417652,-1.0
EURAUD,M,ALL,H4,H4,6,4,2,0.5981091190005431,66.66666666666666,1.3971636785008146,-1.0
EURCAD,M,ALL,H4,H4,11,5,6,0.02718302255822357,45.45454545454545,1.2598026496280919,-1.0
EURCHF,M,ALL,H4,H4,8,5,3,0.35434068522229295,62.5,1.166945096355669,-1.0
EURGBP,M,ALL,H4,H4,11,7,4,0.4461712917219705,63.63636363636363,1.2725548869916679,-1.0
EURJPY,M,ALL,H4,H4,6,4,2,0.5159135380064687,66.66666666666666,1.273870307009703,-1.0
EURNZD,M,ALL,H4,H4,9,7,2,0.7756752296366703,77.77777777777779,1.2830110095328617,-1.0
EURUSD,M,ALL,H4,H4,11,5,6,-0.024546309438592,45.45454545454545,1.1459981192350976,-1.0
GBPAUD,M,ALL,H4,H4,7,3,4,-0.038628600250961896,42.857142857142854,1.2431999327477554,-1.0
GBPCAD,M,ALL,H4,H4,11,8,3,0.7394649212403482,72.72727272727273,1.3917642667054788,-1.0
GBPCHF,M,ALL,H4,H4,11,6,5,0.22935245773059132,54.54545454545454,1.2538128391727508,-1.0
GBPJPY,M,ALL,H4,H4,13,9,4,0.5530193067903945,69.23076923076923,1.2432501098083477,-1.0
GBPNZD,M,ALL,H4,H4,8,5,3,0.38473421308681266,62.5,1.2155747409389002,-1.0
GBPUSD,M,ALL,H4,H4,15,10,5,0.5438318076369124,66.66666666666666,1.3157477114553688,-1.0
NZDCAD,M,ALL,H4,H4,11,7,4,0.4750622723683178,63.63636363636363,1.3179549994359279,-1.0
NZDCHF,M,ALL,H4,H4,6,4,2,0.529820407122357,66.66666666666666,1.2947306106835355,-1.0
NZDJPY,M,ALL,H4,H4,9,3,6,-0.24129450320135643,33.33333333333333,1.2761164903959308,-1.0
NZDUSD,M,ALL,H4,H4,11,6,5,0.23170871229837522,54.54545454545454,1.258132639213688,-1.0
USDCAD,M,ALL,H4,H4,9,4,5,-0.018665913235226112,44.44444444444444,1.2080016952207413,-1.0
USDCHF,M,ALL,H4,H4,8,6,2,0.8038021631581538,75.0,1.4050695508775384,-1.0
USDJPY,M,ALL,H4,H4,17,4,13,-0.44205333783441614,23.52941176470588,1.3712733142037314,-1.0
ALL,ALL,ALL,ALL,ALL,263,153,110,0.33072669085842504,58.174904942965775,1.2874582986651357,-1.0
