pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,OUTSIDE,H4,H4,1,1,0,1.2330223937285352,100.0,1.2330223937285352,
AUDCHF,M,OUTSIDE,H4,H4,7,6,1,0.7531193861888429,85.71428571428571,1.0453059505536502,-1.0
AUDJPY,M,OUTSIDE,H4,H4,2,1,1,0.18022866399787862,50.0,1.3604573279957572,-1.0
AUDNZD,M,OUTSIDE,H4,H4,4,3,1,0.6096400231788301,75.0,1.1461866975717736,-1.0
AUDUSD,M,OUTSIDE,H4,H4,4,2,2,0.14797170807771343,50.0,1.2959434161554269,-1.0
CADCHF,M,OUTSIDE,H4,H4,6,5,1,0.7520294364185403,83.33333333333334,1.1024353237022484,-1.0
CHFJPY,M,OUTSIDE,H4,H4,4,2,2,0.06323495204161328,50.0,1.1264699040832267,-1.0
EURAUD,M,OUTSIDE,H4,H4,2,2,0,1.0462242016385654,100.0,1.0462242016385654,
EURCAD,M,OUTSIDE,H4,H4,6,2,4,-0.3337766345136807,33.33333333333333,0.9986700964589577,-1.0
EURCHF,M,OUTSIDE,H4,H4,2,0,2,-1.0,0.0,,-1.0
EURGBP,M,OUTSIDE,H4,H4,4,3,1,0.5937051383337899,75.0,1.1249401844450533,-1.0
EURJPY,M,OUTSIDE,H4,H4,4,2,2,0.09333101581644387,50.0,1.1866620316328877,-1.0
EURNZD,M,OUTSIDE,H4,H4,2,2,0,1.2752667305542231,100.0,1.2752667305542231,
EURUSD,M,OUTSIDE,H4,H4,3,3,0,1.0265594074111946,100.0,1.0265594074111946,
GBPAUD,M,OUTSIDE,H4,H4,4,2,2,0.0014653782329708265,50.0,1.0029307564659418,-1.0
GBPCAD,M,OUTSIDE,H4,H4,4,3,1,0.6279691659356433,75.0,1.1706255545808577,-1.0
GBPCHF,M,OUTSIDE,H4,H4,8,4,4,0.07350501946995952,50.0,1.1470100389399192,-1.0
GBPJPY,M,OUTSIDE,H4,H4,5,4,1,0.7641981909436495,80.0,1.205247738679562,-1.0
GBPNZD,M,OUTSIDE,H4,H4,4,3,1,0.5955986353664698,75.0,1.127464847155293,-1.0
GBPUSD,M,OUTSIDE,H4,H4,7,4,3,0.22269067963463954,57.14285714285714,1.1397086893606192,-1.0
NZDCAD,M,OUTSIDE,H4,H4,4,4,0,1.07970369960738,100.0,1.07970369960738,
NZDJPY,M,OUTSIDE,H4,H4,1,1,0,1.2726979259139808,100.0,1.2726979259139808,
NZDUSD,M,OUTSIDE,H4,H4,4,3,1,0.6098837555568077,75.0,1.1465116740757437,-1.0
USDCAD,M,OUTSIDE,H4,H4,3,1,2,-0.30021856157884486,33.33333333333333,1.0993443152634654,-1.0
USDCHF,M,OUTSIDE,H4,H4,4,2,2,0.15063219092673796,50.0,1.301264381853476,-1.0
USDJPY,M,OUTSIDE,H4,H4,6,0,6,-1.0,0.0,,-1.0
ALL,ALL,ALL,ALL,ALL,105,65,40,0.3212375531856187,61.904761904761905,1.134306816684461,-1.0
