pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,W,OUTSIDE,H4,H4,3,1,2,-0.275761621055929,33.33333333333333,1.172715136832213,-1.0
AUDCHF,W,OUTSIDE,H4,H4,4,2,2,0.12299151678438808,50.0,1.245983033568776,-1.0
AUDJPY,W,OUTSIDE,H4,H4,6,2,4,-0.28841386305936956,33.33333333333333,1.1347584108218913,-1.0
AUDNZD,W,OUTSIDE,H4,H4,2,1,1,0.245,50.0,1.49,-1.0
AUDUSD,W,OUTSIDE,H4,H4,2,2,0,0.9826175704632479,100.0,0.9826175704632479,
CADCHF,W,OUTSIDE,H4,H4,3,2,1,0.5210451917087804,66.66666666666666,1.2815677875631706,-1.0
CADJPY,W,OUTSIDE,H4,H4,7,4,3,0.26430593376764283,57.14285714285714,1.2125353840933748,-1.0
CHFJPY,W,OUTSIDE,H4,H4,6,4,2,0.43527670493429255,66.66666666666666,1.1529150574014388,-1.0
EURAUD,W,OUTSIDE,H4,H4,7,3,4,-0.000909915955173725,42.857142857142854,1.3312101961045946,-1.0
EURCAD,W,OUTSIDE,H4,H4,5,3,2,0.2886120554574818,60.0,1.147686759095803,-1.0
EURCHF,W,OUTSIDE,H4,H4,3,3,0,1.0301093127789547,100.0,1.0301093127789547,
EURGBP,W,OUTSIDE,H4,H4,7,4,3,0.23258892263801048,57.14285714285714,1.1570306146165183,-1.0
EURJPY,W,OUTSIDE,H4,H4,5,3,2,0.41027336321899294,60.0,1.3504556053649883,-1.0
EURNZD,W,OUTSIDE,H4,H4,8,4,4,0.17110174995841013,50.0,1.3422034999168202,-1.0
EURUSD,W,OUTSIDE,H4,H4,4,1,3,-0.3775,25.0,1.49,-1.0
GBPAUD,W,OUTSIDE,H4,H4,3,2,1,0.35324967391317824,66.66666666666666,1.0298745108697673,-1.0
GBPCAD,W,OUTSIDE,H4,H4,2,1,1,0.04605313742897077,50.0,1.0921062748579415,-1.0
GBPCHF,W,OUTSIDE,H4,H4,4,3,1,0.6220369307619951,75.0,1.1627159076826603,-1.0
GBPJPY,W,OUTSIDE,H4,H4,5,2,3,-0.16638572276357136,40.0,1.0840356930910717,-1.0
GBPNZD,W,OUTSIDE,H4,H4,4,2,2,0.012371806239164784,50.0,1.0247436124783296,-1.0
GBPUSD,W,OUTSIDE,H4,H4,6,1,5,-0.5889168421687939,16.666666666666664,1.4664989469872367,-1.0
NZDCAD,W,OUTSIDE,H4,H4,3,2,1,0.66,66.66666666666666,1.49,-1.0
NZDCHF,W,OUTSIDE,H4,H4,3,1,2,-0.17,33.33333333333333,1.49,-1.0
NZDJPY,W,OUTSIDE,H4,H4,4,1,3,-0.5098508710842018,25.0,0.9605965156631927,-1.0
NZDUSD,W,OUTSIDE,H4,H4,5,2,3,-0.17632509922402098,40.0,1.0591872519399477,-1.0
USDCAD,W,OUTSIDE,H4,H4,7,1,6,-0.6442857142857142,14.285714285714285,1.49,-1.0
USDCHF,W,OUTSIDE,H4,H4,2,0,2,-1.0,0.0,,-1.0
USDJPY,W,OUTSIDE,H4,H4,7,2,5,-0.3821181831253777,28.57142857142857,1.162586359061178,-1.0
ALL,ALL,ALL,ALL,ALL,127,59,68,0.02494407008857446,46.45669291338583,1.206235540699135,-1.0
