pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,INNER,H4,H4,7,3,4,-0.008367319379384444,42.857142857142854,1.3138095881147696,-1.0
AUDCHF,M,INNER,H4,H4,3,3,0,1.1492103960350963,100.0,1.1492103960350963,
AUDJPY,M,INNER,H4,H4,6,3,3,0.03310301355810449,50.0,1.066206027116209,-1.0
AUDNZD,M,INNER,H4,H4,5,3,2,0.42184783133034803,60.0,1.36974638555058,-1.0
AUDUSD,M,INNER,H4,H4,2,1,1,-0.01407613092564669,50.0,0.9718477381487066,-1.0
CADCHF,M,INNER,H4,H4,3,2,1,0.649481548877992,66.66666666666666,1.474222323316988,-1.0
CADJPY,M,INNER,H4,H4,4,3,1,0.7619319161067614,75.0,1.3492425548090152,-1.0
CHFJPY,M,INNER,H4,H4,4,4,0,1.3437145248794033,100.0,1.3437145248794033,
EURAUD,M,INNER,H4,H4,4,3,1,0.7163753752935995,75.0,1.288500500391466,-1.0
EURCAD,M,INNER,H4,H4,5,2,3,-0.06341549976278045,40.0,1.3414612505930488,-1.0
EURCHF,M,INNER,H4,H4,3,3,0,1.093499586691956,100.0,1.093499586691956,
EURGBP,M,INNER,H4,H4,4,2,2,0.16459521287198736,50.0,1.3291904257439748,-1.0
EURJPY,M,INNER,H4,H4,5,3,2,0.3742612277757511,60.0,1.2904353796262518,-1.0
EURNZD,M,INNER,H4,H4,3,3,0,1.1315716439802133,100.0,1.1315716439802133,
EURUSD,M,INNER,H4,H4,5,2,3,-0.12798961620105054,40.0,1.1800259594973737,-1.0
GBPAUD,M,INNER,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
GBPCAD,M,INNER,H4,H4,9,9,0,1.2149873711724934,100.0,1.2149873711724934,
GBPCHF,M,INNER,H4,H4,4,2,2,0.07667334625178954,50.0,1.1533466925035791,-1.0
GBPJPY,M,INNER,H4,H4,5,3,2,0.4676029307962404,60.0,1.4460048846604006,-1.0
GBPNZD,M,INNER,H4,H4,4,2,2,0.20998862724996437,50.0,1.4199772544999287,-1.0
GBPUSD,M,INNER,H4,H4,9,6,3,0.5388014744677156,66.66666666666666,1.3082022117015737,-1.0
NZDCAD,M,INNER,H4,H4,8,4,4,0.2136375631023402,50.0,1.4272751262046803,-1.0
NZDCHF,M,INNER,H4,H4,5,3,2,0.37982206804282137,60.0,1.2997034467380357,-1.0
NZDJPY,M,INNER,H4,H4,4,1,3,-0.3775,25.0,1.49,-1.0
NZDUSD,M,INNER,H4,H4,5,3,2,0.3593183051745773,60.0,1.2655305086242956,-1.0
USDCAD,M,INNER,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
USDCHF,M,INNER,H4,H4,5,4,1,0.9639640990628647,80.0,1.4549551238285812,-1.0
USDJPY,M,INNER,H4,H4,13,3,10,-0.42538461538461536,23.076923076923077,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,144,82,62,0.309628867832541,56.94444444444444,1.2998360605839743,-1.0
