pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,INNER,H4,H4,7,3,4,-0.028476953298635217,42.857142857142854,1.2668871089698512,-1.0
AUDCHF,M,INNER,H4,H4,4,4,0,1.190209218154742,100.0,1.190209218154742,
AUDJPY,M,INNER,H4,H4,4,1,3,-0.45734350947072316,25.0,1.1706259621171073,-1.0
AUDNZD,M,INNER,H4,H4,5,3,2,0.4047696188795841,60.0,1.3412826981326402,-1.0
AUDUSD,M,INNER,H4,H4,1,0,1,-1.0,0.0,,-1.0
CADCHF,M,INNER,H4,H4,3,2,1,0.62139759003847,66.66666666666666,1.4320963850577049,-1.0
CADJPY,M,INNER,H4,H4,4,3,1,0.7252454494115166,75.0,1.3003272658820222,-1.0
CHFJPY,M,INNER,H4,H4,3,3,0,1.4677739129581322,100.0,1.4677739129581322,
EURAUD,M,INNER,H4,H4,4,3,1,0.6633085731442043,75.0,1.2177447641922725,-1.0
EURCAD,M,INNER,H4,H4,5,2,3,-0.07687810347977679,40.0,1.307804741300558,-1.0
EURCHF,M,INNER,H4,H4,2,2,0,1.1010067843790345,100.0,1.1010067843790345,
EURGBP,M,INNER,H4,H4,4,2,2,0.12656824163986907,50.0,1.253136483279738,-1.0
EURJPY,M,INNER,H4,H4,5,3,2,0.3576392847473821,60.0,1.262732141245637,-1.0
EURNZD,M,INNER,H4,H4,3,3,0,1.066641882795346,100.0,1.066641882795346,
EURUSD,M,INNER,H4,H4,5,2,3,-0.15542817731184594,40.0,1.1114295567203851,-1.0
GBPAUD,M,INNER,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
GBPCAD,M,INNER,H4,H4,8,8,0,1.2033897673041838,100.0,1.2033897673041838,
GBPCHF,M,INNER,H4,H4,3,1,2,-0.2465585221768977,33.33333333333333,1.260324433469307,-1.0
GBPJPY,M,INNER,H4,H4,5,3,2,0.4520284013624301,60.0,1.4200473356040504,-1.0
GBPNZD,M,INNER,H4,H4,4,2,2,0.1690908181709465,50.0,1.338181636341893,-1.0
GBPUSD,M,INNER,H4,H4,8,6,2,0.7074593874272156,75.0,1.276612516569621,-1.0
NZDCAD,M,INNER,H4,H4,8,4,4,0.21115830476662803,50.0,1.422316609533256,-1.0
NZDCHF,M,INNER,H4,H4,4,2,2,0.20315294175360654,50.0,1.406305883507213,-1.0
NZDJPY,M,INNER,H4,H4,4,1,3,-0.3775,25.0,1.49,-1.0
NZDUSD,M,INNER,H4,H4,5,3,2,0.3253303350869613,60.0,1.2088838918116023,-1.0
USDCAD,M,INNER,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
USDCHF,M,INNER,H4,H4,5,4,1,0.9485577070593374,80.0,1.4356971338241717,-1.0
USDJPY,M,INNER,H4,H4,12,3,9,-0.38194002932678833,25.0,1.4722398826928462,-1.0
ALL,ALL,ALL,ALL,ALL,135,75,60,0.2766980820260188,55.55555555555556,1.2980565476468338,-1.0
