pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,INNER,H4,H4,10,4,6,-0.056127294155197814,40.0,1.3596817646120056,-1.0
AUDCHF,M,INNER,H4,H4,4,4,0,1.3085413795768628,100.0,1.3085413795768628,
AUDJPY,M,INNER,H4,H4,7,2,5,-0.34532557563753336,28.57142857142857,1.2913604852686333,-1.0
AUDNZD,M,INNER,H4,H4,6,3,3,0.10927672197875575,50.0,1.2185534439575114,-1.0
AUDUSD,M,INNER,H4,H4,3,2,1,0.614715183458345,66.66666666666666,1.4220727751875173,-1.0
CADCHF,M,INNER,H4,H4,4,3,1,0.7574406961958966,75.0,1.3432542615945289,-1.0
CADJPY,M,INNER,H4,H4,6,4,2,0.6144773456234249,66.66666666666666,1.4217160184351374,-1.0
CHFJPY,M,INNER,H4,H4,5,5,0,1.4218869231255837,100.0,1.4218869231255837,
EURAUD,M,INNER,H4,H4,5,3,2,0.44605802707930187,60.0,1.4100967117988363,-1.0
EURCAD,M,INNER,H4,H4,6,4,2,0.66,66.66666666666666,1.49,-1.0
EURCHF,M,INNER,H4,H4,6,5,1,0.8852751140702245,83.33333333333334,1.2623301368842694,-1.0
EURGBP,M,INNER,H4,H4,7,4,3,0.35693777061278426,57.14285714285714,1.3746410985723725,-1.0
EURJPY,M,INNER,H4,H4,5,3,2,0.4125883209094681,60.0,1.354313868182447,-1.0
EURNZD,M,INNER,H4,H4,7,5,2,0.6799018071452456,71.42857142857143,1.351862530003344,-1.0
EURUSD,M,INNER,H4,H4,6,1,5,-0.585,16.666666666666664,1.49,-1.0
GBPAUD,M,INNER,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
GBPCAD,M,INNER,H4,H4,10,8,2,0.9416911244864812,80.0,1.4271139056081017,-1.0
GBPCHF,M,INNER,H4,H4,4,2,2,0.245,50.0,1.49,-1.0
GBPJPY,M,INNER,H4,H4,10,7,3,0.7363893524875891,70.0,1.480556217839413,-1.0
GBPNZD,M,INNER,H4,H4,6,3,3,0.13043489428480123,50.0,1.2608697885696023,-1.0
GBPUSD,M,INNER,H4,H4,11,7,4,0.5414098955040864,63.63636363636363,1.42221555007785,-1.0
NZDCAD,M,INNER,H4,H4,9,4,5,0.07878894497985797,44.44444444444444,1.4272751262046803,-1.0
NZDCHF,M,INNER,H4,H4,5,3,2,0.43320136518771085,60.0,1.3886689419795182,-1.0
NZDJPY,M,INNER,H4,H4,6,1,5,-0.585,16.666666666666664,1.49,-1.0
NZDUSD,M,INNER,H4,H4,8,3,5,-0.06625000000000003,37.5,1.49,-1.0
USDCAD,M,INNER,H4,H4,7,2,5,-0.33977355560294903,28.57142857142857,1.3107925553896784,-1.0
USDCHF,M,INNER,H4,H4,7,5,2,0.7785714285714285,71.42857142857143,1.4899999999999998,-1.0
USDJPY,M,INNER,H4,H4,14,3,11,-0.46642857142857136,21.428571428571427,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,189,101,88,0.2817981788354225,53.43915343915344,1.398612433662326,-1.0
