pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,INNER,H4,H4,7,3,4,0.028980508578855955,42.857142857142854,1.4009545200173303,-1.0
AUDCHF,M,INNER,H4,H4,3,3,0,1.2583887385313821,100.0,1.2583887385313821,
AUDJPY,M,INNER,H4,H4,7,2,5,-0.35631450878173737,28.57142857142857,1.2528992192639192,-1.0
AUDNZD,M,INNER,H4,H4,4,2,2,0.1557346609257263,50.0,1.3114693218514526,-1.0
AUDUSD,M,INNER,H4,H4,3,2,1,0.35405621891170735,66.66666666666666,1.031084328367561,-1.0
CADCHF,M,INNER,H4,H4,3,2,1,0.66,66.66666666666666,1.49,-1.0
CADJPY,M,INNER,H4,H4,4,3,1,0.8200126147605424,75.0,1.4266834863473898,-1.0
CHFJPY,M,INNER,H4,H4,4,4,0,1.3764877039896422,100.0,1.3764877039896422,
EURAUD,M,INNER,H4,H4,5,3,2,0.42668076194987065,60.0,1.377801269916451,-1.0
EURCAD,M,INNER,H4,H4,5,3,2,0.38318269606826305,60.0,1.3053044934471052,-1.0
EURCHF,M,INNER,H4,H4,3,3,0,1.198564974196114,100.0,1.198564974196114,
EURGBP,M,INNER,H4,H4,5,3,2,0.3945051982069792,60.0,1.3241753303449653,-1.0
EURJPY,M,INNER,H4,H4,5,3,2,0.41052381229223067,60.0,1.3508730204870512,-1.0
EURNZD,M,INNER,H4,H4,5,4,1,0.7550555396490355,80.0,1.193819424561294,-1.0
EURUSD,M,INNER,H4,H4,5,2,3,-0.06189927211684352,40.0,1.345251819707891,-1.0
GBPAUD,M,INNER,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
GBPCAD,M,INNER,H4,H4,9,8,1,1.044075436921695,88.88888888888889,1.2995848665369065,-1.0
GBPCHF,M,INNER,H4,H4,4,2,2,0.1482945165437753,50.0,1.2965890330875505,-1.0
GBPJPY,M,INNER,H4,H4,8,5,3,0.4299761372074602,62.5,1.2879618195319362,-1.0
GBPNZD,M,INNER,H4,H4,5,2,3,-0.10089851230604019,40.0,1.2477537192348995,-1.0
GBPUSD,M,INNER,H4,H4,10,7,3,0.61297175056724,70.0,1.3042453579531998,-1.0
NZDCAD,M,INNER,H4,H4,8,4,4,0.2136375631023402,50.0,1.4272751262046803,-1.0
NZDCHF,M,INNER,H4,H4,5,3,2,0.4249550525343766,60.0,1.3749250875572943,-1.0
NZDJPY,M,INNER,H4,H4,6,1,5,-0.585,16.666666666666664,1.49,-1.0
NZDUSD,M,INNER,H4,H4,6,3,3,0.12204348943113348,50.0,1.244086978862267,-1.0
USDCAD,M,INNER,H4,H4,6,1,5,-0.585,16.666666666666664,1.49,-1.0
USDCHF,M,INNER,H4,H4,5,4,1,0.9919999999999998,80.0,1.4899999999999998,-1.0
USDJPY,M,INNER,H4,H4,14,3,11,-0.46642857142857136,21.428571428571427,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,159,86,73,0.26158429645785164,54.088050314465406,1.332463989962772,-1.0
