pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,INNER,H4,H4,9,4,5,0.051002276591453115,44.44444444444444,1.3647551223307697,-1.0
AUDCHF,M,INNER,H4,H4,4,4,0,1.2649234499826205,100.0,1.2649234499826205,
AUDJPY,M,INNER,H4,H4,7,2,5,-0.34532557563753336,28.57142857142857,1.2913604852686333,-1.0
AUDNZD,M,INNER,H4,H4,5,2,3,-0.07541227125941896,40.0,1.3114693218514526,-1.0
AUDUSD,M,INNER,H4,H4,4,3,1,0.7865976095116584,75.0,1.3821301460155446,-1.0
CADCHF,M,INNER,H4,H4,3,2,1,0.66,66.66666666666666,1.49,-1.0
CADJPY,M,INNER,H4,H4,6,4,2,0.5840126448566171,66.66666666666666,1.3760189672849257,-1.0
CHFJPY,M,INNER,H4,H4,5,5,0,1.3832885024554025,100.0,1.3832885024554025,
EURAUD,M,INNER,H4,H4,5,3,2,0.44605802707930187,60.0,1.4100967117988363,-1.0
EURCAD,M,INNER,H4,H4,6,4,2,0.6354547638416789,66.66666666666666,1.4531821457625183,-1.0
EURCHF,M,INNER,H4,H4,5,4,1,0.8166024204606254,80.0,1.2707530255757817,-1.0
EURGBP,M,INNER,H4,H4,6,3,3,0.23567219630205752,50.0,1.471344392604115,-1.0
EURJPY,M,INNER,H4,H4,5,3,2,0.4125883209094681,60.0,1.354313868182447,-1.0
EURNZD,M,INNER,H4,H4,6,4,2,0.6282509241035005,66.66666666666666,1.4423763861552508,-1.0
EURUSD,M,INNER,H4,H4,6,1,5,-0.585,16.666666666666664,1.49,-1.0
GBPAUD,M,INNER,H4,H4,5,1,4,-0.502,20.0,1.49,-1.0
GBPCAD,M,INNER,H4,H4,10,8,2,0.9416911244864812,80.0,1.4271139056081017,-1.0
GBPCHF,M,INNER,H4,H4,4,2,2,0.245,50.0,1.49,-1.0
GBPJPY,M,INNER,H4,H4,10,7,3,0.6819277656759948,70.0,1.402753950965707,-1.0
GBPNZD,M,INNER,H4,H4,6,3,3,0.13043489428480123,50.0,1.2608697885696023,-1.0
GBPUSD,M,INNER,H4,H4,11,7,4,0.5313185334947511,63.63636363636363,1.4063576954917516,-1.0
NZDCAD,M,INNER,H4,H4,9,4,5,0.07878894497985797,44.44444444444444,1.4272751262046803,-1.0
NZDCHF,M,INNER,H4,H4,5,3,2,0.43320136518771085,60.0,1.3886689419795182,-1.0
NZDJPY,M,INNER,H4,H4,6,1,5,-0.585,16.666666666666664,1.49,-1.0
NZDUSD,M,INNER,H4,H4,8,3,5,-0.09052320626700167,37.5,1.4252714499546622,-1.0
USDCAD,M,INNER,H4,H4,7,2,5,-0.36409818218532625,28.57142857142857,1.2256563623513579,-1.0
USDCHF,M,INNER,H4,H4,7,5,2,0.7602186338978472,71.42857142857143,1.4643060874569862,-1.0
USDJPY,M,INNER,H4,H4,14,3,11,-0.46642857142857136,21.428571428571427,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,184,97,87,0.2627764176580012,52.71739130434783,1.3953696994749711,-1.0
