pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,OUTSIDE,H4,H4,1,1,0,1.1575354247468808,100.0,1.1575354247468808,
AUDCHF,M,OUTSIDE,H4,H4,6,5,1,0.6963431183783291,83.33333333333334,1.035611742053995,-1.0
AUDJPY,M,OUTSIDE,H4,H4,2,1,1,0.1388830640638613,50.0,1.2777661281277226,-1.0
AUDNZD,M,OUTSIDE,H4,H4,4,3,1,0.6096400231788301,75.0,1.1461866975717736,-1.0
AUDUSD,M,OUTSIDE,H4,H4,4,2,2,0.14797170807771343,50.0,1.2959434161554269,-1.0
CADCHF,M,OUTSIDE,H4,H4,5,4,1,0.6728952833027491,80.0,1.0911191041284363,-1.0
CHFJPY,M,OUTSIDE,H4,H4,3,2,1,0.39451943257493793,66.66666666666666,1.091779148862407,-1.0
EURAUD,M,OUTSIDE,H4,H4,1,1,0,1.0274809998713892,100.0,1.0274809998713892,
EURCAD,M,OUTSIDE,H4,H4,5,2,3,-0.20053196141641694,40.0,0.9986700964589577,-1.0
EURCHF,M,OUTSIDE,H4,H4,2,0,2,-1.0,0.0,,-1.0
EURGBP,M,OUTSIDE,H4,H4,3,3,0,1.0790781535116953,100.0,1.0790781535116953,
EURJPY,M,OUTSIDE,H4,H4,4,2,2,0.07376930677434512,50.0,1.1475386135486902,-1.0
EURNZD,M,OUTSIDE,H4,H4,2,2,0,1.2573005596370805,100.0,1.2573005596370805,
EURUSD,M,OUTSIDE,H4,H4,3,3,0,1.0252607614679592,100.0,1.0252607614679592,
GBPAUD,M,OUTSIDE,H4,H4,3,1,2,-0.32753408590531086,33.33333333333333,1.0173977422840674,-1.0
GBPCAD,M,OUTSIDE,H4,H4,3,2,1,0.48901107377335046,66.66666666666666,1.2335166106600257,-1.0
GBPCHF,M,OUTSIDE,H4,H4,8,4,4,0.05661446907721296,50.0,1.113228938154426,-1.0
GBPJPY,M,OUTSIDE,H4,H4,5,5,0,1.1570567462094643,100.0,1.1570567462094643,
GBPNZD,M,OUTSIDE,H4,H4,4,3,1,0.5644862774583921,75.0,1.085981703277856,-1.0
GBPUSD,M,OUTSIDE,H4,H4,6,3,3,0.07537930640216477,50.0,1.1507586128043295,-1.0
NZDCAD,M,OUTSIDE,H4,H4,4,4,0,1.0563801313784655,100.0,1.0563801313784655,
NZDJPY,M,OUTSIDE,H4,H4,1,1,0,1.2726979259139808,100.0,1.2726979259139808,
NZDUSD,M,OUTSIDE,H4,H4,3,3,0,1.1256242736467452,100.0,1.1256242736467452,
USDCAD,M,OUTSIDE,H4,H4,2,1,1,0.015579197082196128,50.0,1.0311583941643923,-1.0
USDCHF,M,OUTSIDE,H4,H4,4,2,2,0.12903400363057616,50.0,1.2580680072611523,-1.0
USDJPY,M,OUTSIDE,H4,H4,4,0,4,-1.0,0.0,,-1.0
ALL,ALL,ALL,ALL,ALL,92,60,32,0.3825499485117348,65.21739130434783,1.1199099210513266,-1.0
