pair,mode,wd_variant,wd_source_ltf,entry_ltf,n_trades,wins,losses,avg_rr,win_rate_%,avg_rr_win,avg_rr_loss
AUDCAD,M,ALL,H4,H4,8,4,4,0.21381911665495887,50.0,1.4276382333099178,-1.0
AUDCHF,M,ALL,H4,H4,9,7,2,0.7114635874576201,77.77777777777779,1.200453183874083,-1.0
AUDJPY,M,ALL,H4,H4,10,3,7,-0.2927279029462733,30.0,1.3575736568457557,-1.0
AUDNZD,M,ALL,H4,H4,9,6,3,0.44705788600925345,66.66666666666666,1.1705868290138801,-1.0
AUDUSD,M,ALL,H4,H4,8,5,3,0.3464775131753294,62.5,1.1543640210805273,-1.0
CADCHF,M,ALL,H4,H4,7,6,1,0.9821006146524995,85.71428571428571,1.3124507170945827,-1.0
CADJPY,M,ALL,H4,H4,6,4,2,0.5593200189780686,66.66666666666666,1.338980028467103,-1.0
CHFJPY,M,ALL,H4,H4,8,6,2,0.7284260318130462,75.0,1.3045680424173949,-1.0
EURAUD,M,ALL,H4,H4,6,4,2,0.5794246068517847,66.66666666666666,1.3691369102776771,-1.0
EURCAD,M,ALL,H4,H4,11,5,6,0.008467484555282467,45.45454545454545,1.2186284660216216,-1.0
EURCHF,M,ALL,H4,H4,7,4,3,0.23889614549204102,57.14285714285714,1.1680682546110717,-1.0
EURGBP,M,ALL,H4,H4,11,7,4,0.42403606307042385,63.63636363636363,1.2377709562535233,-1.0
EURJPY,M,ALL,H4,H4,6,4,2,0.502853953563219,66.66666666666666,1.2542809303448286,-1.0
EURNZD,M,ALL,H4,H4,8,7,1,0.9500078661551768,87.5,1.2285804184630593,-1.0
EURUSD,M,ALL,H4,H4,9,4,5,-0.04659092116253199,44.44444444444444,1.145170427384303,-1.0
GBPAUD,M,ALL,H4,H4,7,3,4,-0.0513938375011102,42.857142857142854,1.2134143791640764,-1.0
GBPCAD,M,ALL,H4,H4,11,8,3,0.7158529591505677,72.72727272727273,1.3592978188320308,-1.0
GBPCHF,M,ALL,H4,H4,11,6,5,0.22070934685558427,54.54545454545454,1.2379671359019044,-1.0
GBPJPY,M,ALL,H4,H4,11,7,4,0.45682019134802726,63.63636363636363,1.2892888721183284,-1.0
GBPNZD,M,ALL,H4,H4,8,5,3,0.3745294974486125,62.5,1.19924719591778,-1.0
GBPUSD,M,ALL,H4,H4,15,10,5,0.5247117600961408,66.66666666666666,1.2870676401442114,-1.0
NZDCAD,M,ALL,H4,H4,11,7,4,0.4590774265493147,63.63636363636363,1.2928359560060658,-1.0
NZDCHF,M,ALL,H4,H4,5,3,2,0.43320136518771085,60.0,1.3886689419795182,-1.0
NZDJPY,M,ALL,H4,H4,9,3,6,-0.24129450320135643,33.33333333333333,1.2761164903959308,-1.0
NZDUSD,M,ALL,H4,H4,11,7,4,0.40460010497115045,63.63636363636363,1.2072287363832364,-1.0
USDCAD,M,ALL,H4,H4,8,3,5,-0.1582553631087585,37.5,1.2446523650433108,-1.0
USDCHF,M,ALL,H4,H4,8,6,2,0.7808955492838815,75.0,1.3745273990451754,-1.0
USDJPY,M,ALL,H4,H4,16,3,13,-0.533125,18.75,1.49,-1.0
ALL,ALL,ALL,ALL,ALL,254,147,107,0.3146627622346027,57.874015748031496,1.2715941605958438,-1.0
